query-id	corpus-id	score
genQ80324	 529 	1
genQ80325	 529 	1
genQ80326	 529 	1
genQ80327	 529 	1
genQ80328	 529 	1
genQ80329	 529 	1
genQ80330	 529 	1
genQ80331	 529 	1
genQ80332	 529 	1
genQ80333	 529 	1
genQ80334	 529 	1
genQ80335	 529 	1
genQ80336	 529 	1
genQ80337	 529 	1
genQ80338	 529 	1
genQ80339	 529 	1
genQ80340	 529 	1
genQ80341	 529 	1
genQ80342	 529 	1
genQ80343	 529 	1
genQ80344	 529 	1
genQ80345	 529 	1
genQ80346	 529 	1
genQ80347	 529 	1
genQ80348	 529 	1
genQ80349	 529 	1
genQ80350	 529 	1
genQ80351	 529 	1
genQ80352	 529 	1
genQ80353	 529 	1
genQ80354	 529 	1
genQ80355	 529 	1
genQ80356	 529 	1
genQ80357	 529 	1
genQ80358	 529 	1
genQ80359	 529 	1
genQ80360	 529 	1
genQ80361	 529 	1
genQ80362	 529 	1
genQ80363	 529 	1
genQ80364	 529 	1
genQ80365	 529 	1
genQ80366	 529 	1
genQ80367	 529 	1
genQ80368	 529 	1
genQ80369	 529 	1
genQ80370	 529 	1
genQ80371	 529 	1
genQ80372	 529 	1
genQ80373	 529 	1
genQ80374	 529 	1
genQ80375	 529 	1
genQ80376	 529 	1
genQ80377	 529 	1
genQ80378	 529 	1
genQ80379	 529 	1
genQ80380	 529 	1
genQ80381	 529 	1
genQ80382	 529 	1
genQ80383	 529 	1
genQ80384	 529 	1
genQ80385	 529 	1
genQ80386	 529 	1
genQ80387	 529 	1
genQ80388	 529 	1
genQ80389	 529 	1
genQ80390	 529 	1
genQ80391	 529 	1
genQ80392	 529 	1
genQ80393	 529 	1
genQ80394	 529 	1
genQ80395	 529 	1
genQ80396	 529 	1
genQ80397	 529 	1
genQ80398	 529 	1
genQ80399	 529 	1
genQ80400	 529 	1
genQ80401	 529 	1
genQ80402	 529 	1
genQ80403	 529 	1
genQ80404	 529 	1
genQ80405	 529 	1
genQ80406	 529 	1
genQ80407	 529 	1
genQ80408	 529 	1
genQ80409	 529 	1
genQ80410	 529 	1
genQ80411	 529 	1
genQ80412	 529 	1
genQ80413	 529 	1
genQ80414	 529 	1
genQ80415	 529 	1
genQ80416	 529 	1
genQ80417	 529 	1
genQ80418	 529 	1
genQ80419	 529 	1
genQ80420	 529 	1
genQ80421	 529 	1
genQ80422	 529 	1
genQ80423	 529 	1
genQ80424	 529 	1
genQ80425	 529 	1
genQ80426	 529 	1
genQ80427	 529 	1
genQ80428	 529 	1
genQ80429	 529 	1
genQ80430	 529 	1
genQ80431	 529 	1
genQ80432	 529 	1
genQ80433	 529 	1
genQ80434	 529 	1
genQ80435	 529 	1
genQ80436	 529 	1
genQ80437	 529 	1
genQ80438	 529 	1
genQ80439	 529 	1
genQ80440	 529 	1
genQ80441	 529 	1
genQ80442	 529 	1
genQ80443	 529 	1
genQ80444	 529 	1
genQ80445	 529 	1
genQ80446	 529 	1
genQ80447	 529 	1
genQ80448	 529 	1
genQ80449	 529 	1
genQ80450	 529 	1
genQ80451	 529 	1
genQ80452	 529 	1
genQ80453	 529 	1
genQ80454	 529 	1
genQ80455	 529 	1
genQ80456	 529 	1
genQ80457	 529 	1
genQ80458	 529 	1
genQ80459	 529 	1
genQ80460	 529 	1
genQ80461	 529 	1
genQ80462	 529 	1
genQ80463	 529 	1
genQ80464	 529 	1
genQ80465	 529 	1
genQ80466	 529 	1
genQ80467	 529 	1
genQ80468	 529 	1
genQ80469	 529 	1
genQ80470	 529 	1
genQ80471	 529 	1
genQ80472	 529 	1
genQ80473	 529 	1
genQ80474	 529 	1
genQ80475	 529 	1
genQ80476	 529 	1
genQ80477	 529 	1
genQ80478	 529 	1
genQ80479	 529 	1
genQ80480	 529 	1
genQ80481	 529 	1
genQ80482	 529 	1
genQ80483	 529 	1
genQ80484	 529 	1
genQ80485	 529 	1
genQ80486	 529 	1
genQ80487	 529 	1
genQ80488	 529 	1
genQ80489	 529 	1
genQ80490	 529 	1
genQ80491	 529 	1
genQ80492	 529 	1
genQ80493	 529 	1
genQ80494	 529 	1
genQ80495	 529 	1
genQ80496	 529 	1
genQ80497	 529 	1
genQ80498	 529 	1
genQ80499	 529 	1
genQ80500	 529 	1
genQ80501	 529 	1
genQ80502	 529 	1
genQ80503	 529 	1
genQ80504	 529 	1
genQ80505	 529 	1
genQ80506	 529 	1
genQ80507	 529 	1
genQ80508	 529 	1
genQ80509	 529 	1
genQ80510	 529 	1
genQ80511	 529 	1
genQ80512	 529 	1
genQ80513	 529 	1
genQ80514	 529 	1
genQ80515	 529 	1
genQ80516	 529 	1
genQ80517	 529 	1
genQ80518	 529 	1
genQ80519	 529 	1
genQ80520	 529 	1
genQ80521	 529 	1
genQ80522	 529 	1
genQ80523	 529 	1
genQ80524	 529 	1
genQ80525	 529 	1
genQ80526	 529 	1
genQ80527	 529 	1
genQ80528	 529 	1
genQ80529	 529 	1
genQ80530	 529 	1
genQ80531	 529 	1
genQ80532	 529 	1
genQ80533	 529 	1
genQ80534	 529 	1
genQ80535	 529 	1
genQ80536	 529 	1
genQ80537	 529 	1
genQ80538	 529 	1
genQ80539	 529 	1
genQ80540	 529 	1
genQ80541	 529 	1
genQ80542	 529 	1
genQ80543	 529 	1
genQ80544	 529 	1
genQ80545	 529 	1
genQ80546	 529 	1
genQ80547	 529 	1
genQ80548	 529 	1
genQ80549	 529 	1
genQ80550	 529 	1
genQ80551	 529 	1
genQ80552	 529 	1
genQ80553	 529 	1
genQ80554	 529 	1
genQ80555	 529 	1
genQ80556	 529 	1
genQ80557	 529 	1
genQ80558	 529 	1
genQ80559	 529 	1
genQ80560	 529 	1
genQ80561	 529 	1
genQ80562	 529 	1
genQ80563	 529 	1
genQ80564	 529 	1
genQ80565	 529 	1
genQ80566	 529 	1
genQ80567	 529 	1
genQ80568	 529 	1
genQ80569	 529 	1
genQ80570	 529 	1
genQ80571	 529 	1
genQ80572	 529 	1
genQ80573	 529 	1
genQ80574	 529 	1
genQ80575	 529 	1
genQ80576	 529 	1
genQ80577	 529 	1
genQ80578	 529 	1
genQ80579	 529 	1
genQ80580	 529 	1
genQ80581	 529 	1
genQ80582	 529 	1
genQ80583	 529 	1
genQ80584	 529 	1
genQ80585	 529 	1
genQ80586	 529 	1
genQ80587	 529 	1
genQ80588	 529 	1
genQ80589	 529 	1
genQ80590	 529 	1
genQ80591	 529 	1
genQ80592	 529 	1
genQ80593	 529 	1
genQ80594	 529 	1
genQ80595	 529 	1
genQ80596	 529 	1
genQ80597	 529 	1
genQ80598	 529 	1
genQ80599	 529 	1
genQ80600	 529 	1
genQ80601	 529 	1
genQ80602	 529 	1
genQ80603	 529 	1
genQ80604	 529 	1
genQ80605	 529 	1
genQ80606	 529 	1
genQ80607	 529 	1
genQ80608	 529 	1
genQ80609	 529 	1
genQ80610	 529 	1
genQ80611	 529 	1
genQ80612	 529 	1
genQ80613	 529 	1
genQ80614	 529 	1
genQ80615	 529 	1
genQ80616	 529 	1
genQ80617	 529 	1
genQ80618	 529 	1
genQ80619	 529 	1
genQ80620	 529 	1
genQ80621	 529 	1
genQ80622	 529 	1
genQ80623	 529 	1
genQ80624	 529 	1
genQ80625	 529 	1
genQ80626	 529 	1
genQ80627	 529 	1
genQ80628	 529 	1
genQ80629	 529 	1
genQ80630	 529 	1
genQ80631	 529 	1
genQ80632	 529 	1
genQ80633	 529 	1
genQ80634	 529 	1
genQ80635	 529 	1
genQ80636	 529 	1
genQ80637	 529 	1
genQ80638	 529 	1
genQ80639	 529 	1
genQ80640	 529 	1
genQ80641	 529 	1
genQ80642	 529 	1
genQ80643	 529 	1
genQ80644	 529 	1
genQ80645	 529 	1
genQ80646	 529 	1
genQ80647	 529 	1
genQ80648	 529 	1
genQ80649	 529 	1
genQ80650	 529 	1
genQ80651	 529 	1
genQ80652	 529 	1
genQ80653	 529 	1
genQ80654	 529 	1
genQ80655	 529 	1
genQ80656	 529 	1
genQ80657	 529 	1
genQ80658	 529 	1
genQ80659	 529 	1
genQ80660	 529 	1
genQ80661	 529 	1
genQ80662	 529 	1
genQ80663	 529 	1
genQ80664	 529 	1
genQ80665	 529 	1
genQ80666	 529 	1
genQ80667	 529 	1
genQ80668	 529 	1
genQ80669	 529 	1
genQ80670	 529 	1
genQ80671	 529 	1
genQ80672	 529 	1
genQ80673	 529 	1
genQ80674	 529 	1
genQ80675	 529 	1
genQ80676	 529 	1
genQ80677	 359 	1
genQ80678	 359 	1
genQ80679	 359 	1
genQ80680	 359 	1
genQ80681	 359 	1
genQ80682	 359 	1
genQ80683	 359 	1
genQ80684	 359 	1
genQ80685	 359 	1
genQ80686	 359 	1
genQ80687	 359 	1
genQ80688	 359 	1
genQ80689	 359 	1
genQ80690	 359 	1
genQ80691	 359 	1
genQ80692	 359 	1
genQ80693	 359 	1
genQ80694	 359 	1
genQ80695	 359 	1
genQ80696	 359 	1
genQ80697	 359 	1
genQ80698	 359 	1
genQ80699	 359 	1
genQ80700	 359 	1
genQ80701	 359 	1
genQ80702	 359 	1
genQ80703	 359 	1
genQ80704	 359 	1
genQ80705	 359 	1
genQ80706	 359 	1
genQ80707	 359 	1
genQ80708	 359 	1
genQ80709	 359 	1
genQ80710	 359 	1
genQ80711	 359 	1
genQ80712	 359 	1
genQ80713	 359 	1
genQ80714	 359 	1
genQ80715	 359 	1
genQ80716	 359 	1
genQ80717	 359 	1
genQ80718	 359 	1
genQ80719	 359 	1
genQ80720	 359 	1
genQ80721	 359 	1
genQ80722	 359 	1
genQ80723	 359 	1
genQ80724	 359 	1
genQ80725	 359 	1
genQ80726	 359 	1
genQ80727	 359 	1
genQ80728	 359 	1
genQ80729	 359 	1
genQ80730	 359 	1
genQ80731	 359 	1
genQ80732	 359 	1
genQ80733	 359 	1
genQ80734	 359 	1
genQ80735	 359 	1
genQ80736	 359 	1
genQ80737	 359 	1
genQ80738	 359 	1
genQ80739	 359 	1
genQ80740	 359 	1
genQ80741	 359 	1
genQ80742	 359 	1
genQ80743	 359 	1
genQ80744	 359 	1
genQ80745	 359 	1
genQ80746	 359 	1
genQ80747	 359 	1
genQ80748	 359 	1
genQ80749	 359 	1
genQ80750	 359 	1
genQ80751	 359 	1
genQ80752	 359 	1
genQ80753	 359 	1
genQ80754	 359 	1
genQ80755	 359 	1
genQ80756	 359 	1
genQ80757	 359 	1
genQ80758	 359 	1
genQ80759	 359 	1
genQ80760	 359 	1
genQ80761	 359 	1
genQ80762	 359 	1
genQ80763	 359 	1
genQ80764	 359 	1
genQ80765	 359 	1
genQ80766	 359 	1
genQ80767	 359 	1
genQ80768	 359 	1
genQ80769	 359 	1
genQ80770	 359 	1
genQ80771	 359 	1
genQ80772	 359 	1
genQ80773	 359 	1
genQ80774	 359 	1
genQ80775	 359 	1
genQ80776	 359 	1
genQ80777	 359 	1
genQ80778	 359 	1
genQ80779	 359 	1
genQ80780	 359 	1
genQ80781	 359 	1
genQ80782	 359 	1
genQ80783	 359 	1
genQ80784	 359 	1
genQ80785	 359 	1
genQ80786	 359 	1
genQ80787	 359 	1
genQ80788	 359 	1
genQ80789	 359 	1
genQ80790	 359 	1
genQ80791	 359 	1
genQ80792	 359 	1
genQ80793	 359 	1
genQ80794	 359 	1
genQ80795	 359 	1
genQ80796	 359 	1
genQ80797	 359 	1
genQ80798	 359 	1
genQ80799	 359 	1
genQ80800	 359 	1
genQ80801	 359 	1
genQ80802	 359 	1
genQ80803	 359 	1
genQ80804	 359 	1
genQ80805	 359 	1
genQ80806	 359 	1
genQ80807	 359 	1
genQ80808	 359 	1
genQ80809	 359 	1
genQ80810	 359 	1
genQ80811	 359 	1
genQ80812	 359 	1
genQ80813	 359 	1
genQ80814	 359 	1
genQ80815	 359 	1
genQ80816	 359 	1
genQ80817	 359 	1
genQ80818	 359 	1
genQ80819	 359 	1
genQ80820	 359 	1
genQ80821	 359 	1
genQ80822	 359 	1
genQ80823	 359 	1
genQ80824	 359 	1
genQ80825	 359 	1
genQ80826	 359 	1
genQ80827	 359 	1
genQ80828	 359 	1
genQ80829	 359 	1
genQ80830	 359 	1
genQ80831	 359 	1
genQ80832	 359 	1
genQ80833	 359 	1
genQ80834	 359 	1
genQ80835	 359 	1
genQ80836	 359 	1
genQ80837	 359 	1
genQ80838	 359 	1
genQ80839	 359 	1
genQ80840	 359 	1
genQ80841	 359 	1
genQ80842	 359 	1
genQ80843	 359 	1
genQ80844	 359 	1
genQ80845	 359 	1
genQ80846	 359 	1
genQ80847	 359 	1
genQ80848	 359 	1
genQ80849	 359 	1
genQ80850	 359 	1
genQ80851	 359 	1
genQ80852	 359 	1
genQ80853	 359 	1
genQ80854	 359 	1
genQ80855	 359 	1
genQ80856	 359 	1
genQ80857	 359 	1
genQ80858	 359 	1
genQ80859	 359 	1
genQ80860	 359 	1
genQ80861	 359 	1
genQ80862	 359 	1
genQ80863	 359 	1
genQ80864	 359 	1
genQ80865	 359 	1
genQ80866	 359 	1
genQ80867	 359 	1
genQ80868	 359 	1
genQ80869	 359 	1
genQ80870	 359 	1
genQ80871	 359 	1
genQ80872	 359 	1
genQ80873	 359 	1
genQ80874	 359 	1
genQ80875	 359 	1
genQ80876	 359 	1
genQ80877	 359 	1
genQ80878	 359 	1
genQ80879	 359 	1
genQ80880	 359 	1
genQ80881	 359 	1
genQ80882	 359 	1
genQ80883	 359 	1
genQ80884	 359 	1
genQ80885	 359 	1
genQ80886	 359 	1
genQ80887	 359 	1
genQ80888	 359 	1
genQ80889	 359 	1
genQ80890	 359 	1
genQ80891	 359 	1
genQ80892	 359 	1
genQ80893	 359 	1
genQ80894	 359 	1
genQ80895	 359 	1
genQ80896	 359 	1
genQ80897	 359 	1
genQ80898	 359 	1
genQ80899	 359 	1
genQ80900	 359 	1
genQ80901	 359 	1
genQ80902	 359 	1
genQ80903	 359 	1
genQ80904	 359 	1
genQ80905	 359 	1
genQ80906	 359 	1
genQ80907	 359 	1
genQ80908	 359 	1
genQ80909	 359 	1
genQ80910	 359 	1
genQ80911	 359 	1
genQ80912	 359 	1
genQ80913	 359 	1
genQ80914	 359 	1
genQ80915	 359 	1
genQ80916	 359 	1
genQ80917	 359 	1
genQ80918	 359 	1
genQ80919	 359 	1
genQ80920	 359 	1
genQ80921	 359 	1
genQ80922	 359 	1
genQ80923	 359 	1
genQ80924	 359 	1
genQ80925	 359 	1
genQ80926	 359 	1
genQ80927	 359 	1
genQ80928	 359 	1
genQ80929	 359 	1
genQ80930	 359 	1
genQ80931	 359 	1
genQ80932	 359 	1
genQ80933	 359 	1
genQ80934	 359 	1
genQ80935	 359 	1
genQ80936	 359 	1
genQ80937	 359 	1
genQ80938	 359 	1
genQ80939	 359 	1
genQ80940	 359 	1
genQ80941	 359 	1
genQ80942	 359 	1
genQ80943	 359 	1
genQ80944	 359 	1
genQ80945	 359 	1
genQ80946	 359 	1
genQ80947	 359 	1
genQ80948	 359 	1
genQ80949	 359 	1
genQ80950	 359 	1
genQ80951	 359 	1
genQ80952	 359 	1
genQ80953	 359 	1
genQ80954	 359 	1
genQ80955	 359 	1
genQ80956	 359 	1
genQ80957	 359 	1
genQ80958	 359 	1
genQ80959	 359 	1
genQ80960	 359 	1
genQ80961	 359 	1
genQ80962	 359 	1
genQ80963	 359 	1
genQ80964	 359 	1
genQ80965	 359 	1
genQ80966	 359 	1
genQ80967	 359 	1
genQ80968	 359 	1
genQ80969	 359 	1
genQ80970	 359 	1
genQ80971	 359 	1
genQ80972	 359 	1
genQ80973	 359 	1
genQ80974	 359 	1
genQ80975	 359 	1
genQ80976	 359 	1
genQ80977	 359 	1
genQ80978	 359 	1
genQ80979	 359 	1
genQ80980	 359 	1
genQ80981	 359 	1
genQ80982	 359 	1
genQ80983	 359 	1
genQ80984	 359 	1
genQ80985	 359 	1
genQ80986	 359 	1
genQ80987	 359 	1
genQ80988	 359 	1
genQ80989	 359 	1
genQ80990	 359 	1
genQ80991	 359 	1
genQ80992	 359 	1
genQ80993	 359 	1
genQ80994	 359 	1
genQ80995	 359 	1
genQ80996	 359 	1
genQ80997	 359 	1
genQ80998	 359 	1
genQ80999	 359 	1
genQ81000	 359 	1
genQ81001	 359 	1
genQ81002	 359 	1
genQ81003	 359 	1
genQ81004	 359 	1
genQ81005	 359 	1
genQ81006	 359 	1
genQ81007	 359 	1
genQ81008	 359 	1
genQ81009	 359 	1
genQ81010	 359 	1
genQ81011	 359 	1
genQ81012	 359 	1
genQ81013	 359 	1
genQ81014	 359 	1
genQ81015	 359 	1
genQ81016	 635 	1
genQ81017	 635 	1
genQ81018	 635 	1
genQ81019	 635 	1
genQ81020	 635 	1
genQ81021	 635 	1
genQ81022	 635 	1
genQ81023	 635 	1
genQ81024	 635 	1
genQ81025	 635 	1
genQ81026	 635 	1
genQ81027	 635 	1
genQ81028	 635 	1
genQ81029	 635 	1
genQ81030	 635 	1
genQ81031	 635 	1
genQ81032	 635 	1
genQ81033	 635 	1
genQ81034	 635 	1
genQ81035	 635 	1
genQ81036	 635 	1
genQ81037	 635 	1
genQ81038	 635 	1
genQ81039	 635 	1
genQ81040	 635 	1
genQ81041	 635 	1
genQ81042	 635 	1
genQ81043	 635 	1
genQ81044	 635 	1
genQ81045	 635 	1
genQ81046	 635 	1
genQ81047	 635 	1
genQ81048	 635 	1
genQ81049	 635 	1
genQ81050	 635 	1
genQ81051	 635 	1
genQ81052	 635 	1
genQ81053	 635 	1
genQ81054	 635 	1
genQ81055	 635 	1
genQ81056	 635 	1
genQ81057	 635 	1
genQ81058	 635 	1
genQ81059	 635 	1
genQ81060	 635 	1
genQ81061	 635 	1
genQ81062	 635 	1
genQ81063	 635 	1
genQ81064	 635 	1
genQ81065	 635 	1
genQ81066	 635 	1
genQ81067	 635 	1
genQ81068	 635 	1
genQ81069	 635 	1
genQ81070	 635 	1
genQ81071	 635 	1
genQ81072	 635 	1
genQ81073	 635 	1
genQ81074	 635 	1
genQ81075	 635 	1
genQ81076	 635 	1
genQ81077	 635 	1
genQ81078	 635 	1
genQ81079	 635 	1
genQ81080	 635 	1
genQ81081	 635 	1
genQ81082	 635 	1
genQ81083	 635 	1
genQ81084	 635 	1
genQ81085	 635 	1
genQ81086	 635 	1
genQ81087	 635 	1
genQ81088	 635 	1
genQ81089	 635 	1
genQ81090	 635 	1
genQ81091	 635 	1
genQ81092	 635 	1
genQ81093	 635 	1
genQ81094	 635 	1
genQ81095	 635 	1
genQ81096	 635 	1
genQ81097	 635 	1
genQ81098	 635 	1
genQ81099	 635 	1
genQ81100	 635 	1
genQ81101	 635 	1
genQ81102	 635 	1
genQ81103	 635 	1
genQ81104	 635 	1
genQ81105	 635 	1
genQ81106	 635 	1
genQ81107	 635 	1
genQ81108	 635 	1
genQ81109	 635 	1
genQ81110	 635 	1
genQ81111	 635 	1
genQ81112	 635 	1
genQ81113	 635 	1
genQ81114	 635 	1
genQ81115	 635 	1
genQ81116	 635 	1
genQ81117	 635 	1
genQ81118	 635 	1
genQ81119	 635 	1
genQ81120	 635 	1
genQ81121	 635 	1
genQ81122	 635 	1
genQ81123	 635 	1
genQ81124	 635 	1
genQ81125	 635 	1
genQ81126	 635 	1
genQ81127	 635 	1
genQ81128	 635 	1
genQ81129	 635 	1
genQ81130	 635 	1
genQ81131	 635 	1
genQ81132	 635 	1
genQ81133	 635 	1
genQ81134	 635 	1
genQ81135	 635 	1
genQ81136	 635 	1
genQ81137	 635 	1
genQ81138	 635 	1
genQ81139	 635 	1
genQ81140	 635 	1
genQ81141	 635 	1
genQ81142	 635 	1
genQ81143	 635 	1
genQ81144	 635 	1
genQ81145	 635 	1
genQ81146	 635 	1
genQ81147	 635 	1
genQ81148	 635 	1
genQ81149	 635 	1
genQ81150	 635 	1
genQ81151	 635 	1
genQ81152	 635 	1
genQ81153	 635 	1
genQ81154	 635 	1
genQ81155	 635 	1
genQ81156	 635 	1
genQ81157	 635 	1
genQ81158	 635 	1
genQ81159	 635 	1
genQ81160	 635 	1
genQ81161	 635 	1
genQ81162	 635 	1
genQ81163	 635 	1
genQ81164	 635 	1
genQ81165	 635 	1
genQ81166	 635 	1
genQ81167	 635 	1
genQ81168	 635 	1
genQ81169	 635 	1
genQ81170	 635 	1
genQ81171	 635 	1
genQ81172	 635 	1
genQ81173	 635 	1
genQ81174	 635 	1
genQ81175	 635 	1
genQ81176	 635 	1
genQ81177	 635 	1
genQ81178	 635 	1
genQ81179	 635 	1
genQ81180	 635 	1
genQ81181	 635 	1
genQ81182	 635 	1
genQ81183	 635 	1
genQ81184	 635 	1
genQ81185	 635 	1
genQ81186	 635 	1
genQ81187	 635 	1
genQ81188	 635 	1
genQ81189	 635 	1
genQ81190	 635 	1
genQ81191	 635 	1
genQ81192	 635 	1
genQ81193	 635 	1
genQ81194	 635 	1
genQ81195	 635 	1
genQ81196	 635 	1
genQ81197	 635 	1
genQ81198	 635 	1
genQ81199	 635 	1
genQ81200	 635 	1
genQ81201	 635 	1
genQ81202	 635 	1
genQ81203	 635 	1
genQ81204	 635 	1
genQ81205	 635 	1
genQ81206	 635 	1
genQ81207	 635 	1
genQ81208	 635 	1
genQ81209	 635 	1
genQ81210	 635 	1
genQ81211	 635 	1
genQ81212	 635 	1
genQ81213	 635 	1
genQ81214	 635 	1
genQ81215	 635 	1
genQ81216	 635 	1
genQ81217	 635 	1
genQ81218	 635 	1
genQ81219	 635 	1
genQ81220	 635 	1
genQ81221	 635 	1
genQ81222	 635 	1
genQ81223	 635 	1
genQ81224	 635 	1
genQ81225	 635 	1
genQ81226	 635 	1
genQ81227	 635 	1
genQ81228	 635 	1
genQ81229	 635 	1
genQ81230	 635 	1
genQ81231	 635 	1
genQ81232	 635 	1
genQ81233	 635 	1
genQ81234	 635 	1
genQ81235	 635 	1
genQ81236	 635 	1
genQ81237	 635 	1
genQ81238	 635 	1
genQ81239	 635 	1
genQ81240	 635 	1
genQ81241	 635 	1
genQ81242	 635 	1
genQ81243	 635 	1
genQ81244	 635 	1
genQ81245	 635 	1
genQ81246	 635 	1
genQ81247	 635 	1
genQ81248	 635 	1
genQ81249	 635 	1
genQ81250	 635 	1
genQ81251	 635 	1
genQ81252	 635 	1
genQ81253	 635 	1
genQ81254	 635 	1
genQ81255	 635 	1
genQ81256	 635 	1
genQ81257	 635 	1
genQ81258	 635 	1
genQ81259	 635 	1
genQ81260	 635 	1
genQ81261	 635 	1
genQ81262	 635 	1
genQ81263	 635 	1
genQ81264	 635 	1
genQ81265	 635 	1
genQ81266	 635 	1
genQ81267	 635 	1
genQ81268	 635 	1
genQ81269	 635 	1
genQ81270	 635 	1
genQ81271	 635 	1
genQ81272	 635 	1
genQ81273	 635 	1
genQ81274	 635 	1
genQ81275	 635 	1
genQ81276	 635 	1
genQ81277	 635 	1
genQ81278	 635 	1
genQ81279	 635 	1
genQ81280	 635 	1
genQ81281	 635 	1
genQ81282	 635 	1
genQ81283	 635 	1
genQ81284	 635 	1
genQ81285	 635 	1
genQ81286	 635 	1
genQ81287	 635 	1
genQ81288	 635 	1
genQ81289	 635 	1
genQ81290	 635 	1
genQ81291	 635 	1
genQ81292	 635 	1
genQ81293	 635 	1
genQ81294	 635 	1
genQ81295	 635 	1
genQ81296	 635 	1
genQ81297	 635 	1
genQ81298	 635 	1
genQ81299	 635 	1
genQ81300	 635 	1
genQ81301	 635 	1
genQ81302	 635 	1
genQ81303	 635 	1
genQ81304	 635 	1
genQ81305	 635 	1
genQ81306	 635 	1
genQ81307	 635 	1
genQ81308	 635 	1
genQ81309	 635 	1
genQ81310	 635 	1
genQ81311	 635 	1
genQ81312	 635 	1
genQ81313	 635 	1
genQ81314	 635 	1
genQ81315	 635 	1
genQ81316	 635 	1
genQ81317	 635 	1
genQ81318	 635 	1
genQ81319	 635 	1
genQ81320	 635 	1
genQ81321	 635 	1
genQ81322	 635 	1
genQ81323	 635 	1
genQ81324	 635 	1
genQ81325	 635 	1
genQ81326	 635 	1
genQ81327	 635 	1
genQ81328	 635 	1
genQ81329	 635 	1
genQ81330	 635 	1
genQ81331	 635 	1
genQ81332	 635 	1
genQ81333	 635 	1
genQ81334	 635 	1
genQ81335	 635 	1
genQ81336	 635 	1
genQ81337	 635 	1
genQ81338	 635 	1
genQ81339	 635 	1
genQ81340	 635 	1
genQ81341	 635 	1
genQ81342	 635 	1
genQ81343	 635 	1
genQ81344	 635 	1
genQ81345	 635 	1
genQ81346	 635 	1
genQ81347	 635 	1
genQ81348	 635 	1
genQ81349	 635 	1
genQ81350	 635 	1
genQ81351	 635 	1
genQ81352	 635 	1
genQ81353	 635 	1
genQ81354	 635 	1
genQ81355	 635 	1
genQ81356	 635 	1
genQ81357	 635 	1
genQ81358	 635 	1
genQ81359	 635 	1
genQ81360	 635 	1
genQ81361	 635 	1
genQ81362	 635 	1
genQ81363	 635 	1
genQ81364	 635 	1
genQ81365	 635 	1
genQ81366	 635 	1
genQ81367	 635 	1
genQ81368	 635 	1
genQ81369	 635 	1
genQ81370	 867 	1
genQ81371	 867 	1
genQ81372	 867 	1
genQ81373	 867 	1
genQ81374	 867 	1
genQ81375	 867 	1
genQ81376	 867 	1
genQ81377	 867 	1
genQ81378	 867 	1
genQ81379	 867 	1
genQ81380	 867 	1
genQ81381	 867 	1
genQ81382	 867 	1
genQ81383	 867 	1
genQ81384	 867 	1
genQ81385	 867 	1
genQ81386	 867 	1
genQ81387	 867 	1
genQ81388	 867 	1
genQ81389	 867 	1
genQ81390	 867 	1
genQ81391	 867 	1
genQ81392	 867 	1
genQ81393	 867 	1
genQ81394	 867 	1
genQ81395	 867 	1
genQ81396	 867 	1
genQ81397	 867 	1
genQ81398	 867 	1
genQ81399	 867 	1
genQ81400	 867 	1
genQ81401	 867 	1
genQ81402	 867 	1
genQ81403	 867 	1
genQ81404	 867 	1
genQ81405	 867 	1
genQ81406	 867 	1
genQ81407	 867 	1
genQ81408	 867 	1
genQ81409	 867 	1
genQ81410	 867 	1
genQ81411	 867 	1
genQ81412	 867 	1
genQ81413	 867 	1
genQ81414	 867 	1
genQ81415	 867 	1
genQ81416	 867 	1
genQ81417	 867 	1
genQ81418	 867 	1
genQ81419	 867 	1
genQ81420	 867 	1
genQ81421	 867 	1
genQ81422	 867 	1
genQ81423	 867 	1
genQ81424	 867 	1
genQ81425	 867 	1
genQ81426	 867 	1
genQ81427	 867 	1
genQ81428	 867 	1
genQ81429	 867 	1
genQ81430	 867 	1
genQ81431	 867 	1
genQ81432	 867 	1
genQ81433	 867 	1
genQ81434	 867 	1
genQ81435	 867 	1
genQ81436	 867 	1
genQ81437	 867 	1
genQ81438	 867 	1
genQ81439	 867 	1
genQ81440	 867 	1
genQ81441	 867 	1
genQ81442	 867 	1
genQ81443	 867 	1
genQ81444	 867 	1
genQ81445	 867 	1
genQ81446	 867 	1
genQ81447	 867 	1
genQ81448	 867 	1
genQ81449	 867 	1
genQ81450	 867 	1
genQ81451	 867 	1
genQ81452	 867 	1
genQ81453	 867 	1
genQ81454	 867 	1
genQ81455	 867 	1
genQ81456	 867 	1
genQ81457	 867 	1
genQ81458	 867 	1
genQ81459	 867 	1
genQ81460	 867 	1
genQ81461	 867 	1
genQ81462	 867 	1
genQ81463	 867 	1
genQ81464	 867 	1
genQ81465	 867 	1
genQ81466	 867 	1
genQ81467	 867 	1
genQ81468	 867 	1
genQ81469	 867 	1
genQ81470	 867 	1
genQ81471	 867 	1
genQ81472	 867 	1
genQ81473	 867 	1
genQ81474	 867 	1
genQ81475	 867 	1
genQ81476	 867 	1
genQ81477	 867 	1
genQ81478	 867 	1
genQ81479	 867 	1
genQ81480	 867 	1
genQ81481	 867 	1
genQ81482	 867 	1
genQ81483	 867 	1
genQ81484	 867 	1
genQ81485	 867 	1
genQ81486	 867 	1
genQ81487	 867 	1
genQ81488	 867 	1
